cluster,names,scores,logfoldchanges,pvals,pvals_adj
5,GADD45B,-32.14286,-2.3860922,1.1113656794205878e-226,7.446867062233694e-224
5,RPL10,-31.96713,-1.8027887,3.1232798815938334e-224,2.027399053139597e-221
5,DKK4,31.941055,2.6395535,7.191475963625546e-224,4.526707233831207e-221
5,IFI16,-31.747068,-3.7385929,3.4853308517648387e-221,2.129332130966448e-218
5,RBP1,31.662569,1.9096597,5.092047431357708e-220,3.022057406976066e-217
5,KLF6,-31.383043,-2.289454,3.447347218100431e-216,1.9891193448439487e-213
5,NAMPT,-31.054138,-2.252846,1.0031440046683685e-211,5.631704666208472e-209
5,TMSB4X,-30.98455,-1.5716249,8.705458579708713e-211,4.758678568887089e-208
5,HSPA1B,-30.893507,-2.239052,1.4600829274915004e-209,7.776626299962422e-207
5,STAT3,-30.842894,-2.4099534,6.976272582872367e-209,3.62277835228562e-206
5,SIK3,-30.0044,-2.1780543,8.598313337825717e-198,4.356199137885751e-195
5,JUND,-29.891905,-2.0336766,2.507264953776024e-196,1.240021609996085e-193
5,SOCS3,-29.644665,-3.7570736,3.9734845039446433e-193,1.9194702352543752e-190
5,ITPR2,29.541529,1.8343234,8.437211582938604e-192,3.983130886381834e-189
5,CEBPD,-29.477015,-2.1120415,5.674758764619794e-191,2.619468645748497e-188
5,CD74,-29.442682,-2.7364547,1.562060374812986e-190,7.053721327307684e-188
5,NR4A1,-29.426283,-2.6812253,2.5326961600133776e-190,1.1193439284212315e-187
5,KLF2,-29.336842,-2.947708,3.5171733725234325e-189,1.5220567769595156e-186
5,MCL1,-29.302977,-2.1015906,9.504098877847821e-189,4.028962079401121e-186
5,AC104126.1,29.122755,2.2111375,1.8494435888688625e-186,7.683328445596803e-184
6,PTPRC,58.217564,4.151944,0.0,0.0
6,ARHGAP15,40.20265,2.7297597,0.0,0.0
6,PFN1,39.101284,1.2797337,0.0,0.0
6,STK17A,38.92301,3.1528566,0.0,0.0
6,HLA-B,38.732906,1.9448695,0.0,0.0
6,SARAF,38.49827,1.8250462,0.0,0.0
6,HLA-C,38.49672,1.709035,0.0,0.0
6,DNAJB1,38.429634,2.2942894,0.0,0.0
6,PPP2R5C,38.358833,2.8168004,0.0,0.0
6,CDC42SE2,40.268696,2.9715614,0.0,0.0
6,STK17B,38.043674,2.9984472,0.0,0.0
6,PRKCH,37.860493,2.8127756,0.0,0.0
6,IFITM3,-48.708923,-3.6313102,0.0,0.0
6,GSN,-38.069454,-3.3821392,0.0,0.0
6,PRKG1,-38.723213,-4.229494,0.0,0.0
6,CD63,-39.285507,-2.0241451,0.0,0.0
6,VIM,-40.944374,-2.1117792,0.0,0.0
6,CD9,-42.29779,-4.267227,0.0,0.0
6,CST3,-48.269493,-3.92966,0.0,0.0
6,RAC2,37.96787,3.4085577,0.0,0.0
6,CD48,40.39916,3.0941746,0.0,0.0
6,IGFBP7,-50.021473,-4.3080487,0.0,0.0
6,HLA-A,40.659744,1.6278089,0.0,0.0
6,NKG7,55.518047,6.750866,0.0,0.0
6,GZMA,48.853275,4.174825,0.0,0.0
6,STAT4,48.111504,4.6066704,0.0,0.0
6,CST7,46.664818,4.9626865,0.0,0.0
6,CD69,55.547256,5.68824,0.0,0.0
6,IL32,46.554424,4.063592,0.0,0.0
6,RHOH,40.55979,4.2200384,0.0,0.0
6,CD247,46.387978,5.367558,0.0,0.0
6,SKAP1,45.47306,4.8187695,0.0,0.0
